Date,Time,ST,GS,Check,Weight,Unit,Pump-Status,Voltage (V),Current (A),Power (W),Energy (Wh),Operation Time,Flow (L/min),Frequency (Hz),Total Flow (L),Intake Air Temperature (°C),Intake Air Velocity,Intake Air Humidity (%),Outtake Air Temperature (°C),Outtake Air Velocity,Outtake Air Humidity (% )
2026-03-24,14:43:33,ST,GS,+,104.7086,kg,0,119.4,0.974,116.3,62.492,00:18:17,0.25,11.7,23.0267,27.3,2.63 m/s,39.0,28.7,1.58 m/s,42.3
2026-03-24,14:43:34,ST,GS,+,104.7086,kg,0,119.4,0.974,116.3,62.492,00:18:18,0.25,11.7,23.0267,27.3,2.63 m/s,39.0,28.7,1.58 m/s,42.3
2026-03-24,14:43:35,ST,GS,+,104.7086,kg,0,119.4,0.974,116.3,62.492,00:18:19,0.25,11.7,23.0267,27.3,2.63 m/s,39.0,28.7,1.58 m/s,42.3
2026-03-24,14:43:36,ST,GS,+,105.6329,kg,0,121.4,0.791,96.0,62.759,00:18:20,1.816,84.8,23.3293,26.7,1.75 m/s,29.3,27.5,1.12 m/s,36.5
2026-03-24,14:43:37,ST,GS,+,105.6329,kg,0,121.4,0.791,96.0,62.759,00:18:21,1.816,84.8,23.3293,26.7,1.75 m/s,29.3,27.5,1.12 m/s,36.5
2026-03-24,14:43:38,ST,GS,+,105.6329,kg,0,121.4,0.791,96.0,62.759,00:18:22,1.816,84.8,23.3293,26.7,1.75 m/s,29.3,27.5,1.12 m/s,36.5
2026-03-24,14:43:39,ST,GS,+,105.6329,kg,0,121.4,0.791,96.0,62.759,00:18:23,1.816,84.8,23.3293,26.7,1.75 m/s,29.3,27.5,1.12 m/s,36.5
2026-03-24,14:43:40,ST,GS,+,105.6329,kg,0,121.4,0.791,96.0,62.759,00:18:24,1.816,84.8,23.3293,26.7,1.75 m/s,29.3,27.5,1.12 m/s,36.5
2026-03-24,14:43:41,ST,GS,+,105.6329,kg,0,121.4,0.791,96.0,62.759,00:18:25,1.816,84.8,23.3293,26.7,1.75 m/s,29.3,27.5,1.12 m/s,36.5
2026-03-24,14:43:42,ST,GS,+,105.6329,kg,0,121.4,0.791,96.0,62.759,00:18:26,1.816,84.8,23.3293,26.7,1.75 m/s,29.3,27.5,1.12 m/s,36.5
2026-03-24,14:43:43,ST,GS,+,105.6329,kg,0,121.4,0.791,96.0,62.759,00:18:27,1.816,84.8,23.3293,26.7,1.75 m/s,29.3,27.5,1.12 m/s,36.5
2026-03-24,14:43:44,ST,GS,+,105.6329,kg,0,121.4,0.791,96.0,62.759,00:18:28,1.816,84.8,23.3293,26.7,1.75 m/s,29.3,27.5,1.12 m/s,36.5
2026-03-24,14:43:45,ST,GS,+,105.6329,kg,0,121.4,0.791,96.0,62.759,00:18:29,1.816,84.8,23.3293,26.7,1.75 m/s,29.3,27.5,1.12 m/s,36.5
2026-03-24,14:43:46,ST,GS,+,105.9188,kg,0,120.8,1.795,216.8,63.361,00:18:30,0.317,14.8,23.3822,34.6,0.74 m/s,41.4,27.0,1.18 m/s,36.7
2026-03-24,14:43:47,ST,GS,+,105.9188,kg,0,120.8,1.795,216.8,63.361,00:18:31,0.317,14.8,23.3822,34.6,0.74 m/s,41.4,27.0,1.18 m/s,36.7
2026-03-24,14:43:48,ST,GS,+,105.9188,kg,0,120.8,1.795,216.8,63.361,00:18:32,0.317,14.8,23.3822,34.6,0.74 m/s,41.4,27.0,1.18 m/s,36.7
2026-03-24,14:43:49,ST,GS,+,105.9188,kg,0,120.8,1.795,216.8,63.361,00:18:33,0.317,14.8,23.3822,34.6,0.74 m/s,41.4,27.0,1.18 m/s,36.7
2026-03-24,14:43:50,ST,GS,+,105.9188,kg,0,120.8,1.795,216.8,63.361,00:18:34,0.317,14.8,23.3822,34.6,0.74 m/s,41.4,27.0,1.18 m/s,36.7
2026-03-24,14:43:51,ST,GS,+,105.9188,kg,0,120.8,1.795,216.8,63.361,00:18:35,0.317,14.8,23.3822,34.6,0.74 m/s,41.4,27.0,1.18 m/s,36.7
2026-03-24,14:43:52,ST,GS,+,105.9188,kg,0,120.8,1.795,216.8,63.361,00:18:36,0.317,14.8,23.3822,34.6,0.74 m/s,41.4,27.0,1.18 m/s,36.7
2026-03-24,14:43:53,ST,GS,+,105.9188,kg,0,120.8,1.795,216.8,63.361,00:18:37,0.317,14.8,23.3822,34.6,0.74 m/s,41.4,27.0,1.18 m/s,36.7
2026-03-24,14:43:54,ST,GS,+,105.9188,kg,0,120.8,1.795,216.8,63.361,00:18:38,0.317,14.8,23.3822,34.6,0.74 m/s,41.4,27.0,1.18 m/s,36.7
2026-03-24,14:43:55,ST,GS,+,105.9188,kg,0,120.8,1.795,216.8,63.361,00:18:39,0.317,14.8,23.3822,34.6,0.74 m/s,41.4,27.0,1.18 m/s,36.7
2026-03-24,14:43:56,ST,GS,+,106.6845,kg,0,118.2,0.673,79.5,63.582,00:18:40,1.349,63.0,23.607,25.4,2.1 m/s,42.2,20.8,0.92 m/s,38.2
2026-03-24,14:43:57,ST,GS,+,106.6845,kg,0,118.2,0.673,79.5,63.582,00:18:41,1.349,63.0,23.607,25.4,2.1 m/s,42.2,20.8,0.92 m/s,38.2
2026-03-24,14:43:58,ST,GS,+,106.6845,kg,0,118.2,0.673,79.5,63.582,00:18:42,1.349,63.0,23.607,25.4,2.1 m/s,42.2,20.8,0.92 m/s,38.2
2026-03-24,14:43:59,ST,GS,+,106.6845,kg,0,118.2,0.673,79.5,63.582,00:18:43,1.349,63.0,23.607,25.4,2.1 m/s,42.2,20.8,0.92 m/s,38.2
2026-03-24,14:44:00,ST,GS,+,106.6845,kg,0,118.2,0.673,79.5,63.582,00:18:44,1.349,63.0,23.607,25.4,2.1 m/s,42.2,20.8,0.92 m/s,38.2
2026-03-24,14:44:01,ST,GS,+,106.6845,kg,0,118.2,0.673,79.5,63.582,00:18:45,1.349,63.0,23.607,25.4,2.1 m/s,42.2,20.8,0.92 m/s,38.2
2026-03-24,14:44:02,ST,GS,+,106.6845,kg,0,118.2,0.673,79.5,63.582,00:18:46,1.349,63.0,23.607,25.4,2.1 m/s,42.2,20.8,0.92 m/s,38.2
2026-03-24,14:44:03,ST,GS,+,106.6845,kg,0,118.2,0.673,79.5,63.582,00:18:47,1.349,63.0,23.607,25.4,2.1 m/s,42.2,20.8,0.92 m/s,38.2
2026-03-24,14:44:04,ST,GS,+,106.6845,kg,0,118.2,0.673,79.5,63.582,00:18:48,1.349,63.0,23.607,25.4,2.1 m/s,42.2,20.8,0.92 m/s,38.2
2026-03-24,14:44:05,ST,GS,+,106.6845,kg,0,118.2,0.673,79.5,63.582,00:18:49,1.349,63.0,23.607,25.4,2.1 m/s,42.2,20.8,0.92 m/s,38.2
2026-03-24,14:44:06,ST,GS,+,107.4516,kg,0,118.3,1.163,137.6,63.964,00:18:50,1.764,82.4,23.901,24.7,1.53 m/s,34.4,20.3,1.46 m/s,36.5
2026-03-24,14:44:07,ST,GS,+,107.4516,kg,0,118.3,1.163,137.6,63.964,00:18:51,1.764,82.4,23.901,24.7,1.53 m/s,34.4,20.3,1.46 m/s,36.5
2026-03-24,14:44:08,ST,GS,+,107.4516,kg,0,118.3,1.163,137.6,63.964,00:18:52,1.764,82.4,23.901,24.7,1.53 m/s,34.4,20.3,1.46 m/s,36.5
2026-03-24,14:44:09,ST,GS,+,107.4516,kg,0,118.3,1.163,137.6,63.964,00:18:53,1.764,82.4,23.901,24.7,1.53 m/s,34.4,20.3,1.46 m/s,36.5
2026-03-24,14:44:10,ST,GS,+,107.4516,kg,0,118.3,1.163,137.6,63.964,00:18:54,1.764,82.4,23.901,24.7,1.53 m/s,34.4,20.3,1.46 m/s,36.5
2026-03-24,14:44:11,ST,GS,+,107.4516,kg,0,118.3,1.163,137.6,63.964,00:18:55,1.764,82.4,23.901,24.7,1.53 m/s,34.4,20.3,1.46 m/s,36.5
2026-03-24,14:44:12,ST,GS,+,107.4516,kg,0,118.3,1.163,137.6,63.964,00:18:56,1.764,82.4,23.901,24.7,1.53 m/s,34.4,20.3,1.46 m/s,36.5
2026-03-24,14:44:13,ST,GS,+,107.4516,kg,0,118.3,1.163,137.6,63.964,00:18:57,1.764,82.4,23.901,24.7,1.53 m/s,34.4,20.3,1.46 m/s,36.5
2026-03-24,14:44:14,ST,GS,+,107.4516,kg,0,118.3,1.163,137.6,63.964,00:18:58,1.764,82.4,23.901,24.7,1.53 m/s,34.4,20.3,1.46 m/s,36.5
2026-03-24,14:44:15,ST,GS,+,107.4516,kg,0,118.3,1.163,137.6,63.964,00:18:59,1.764,82.4,23.901,24.7,1.53 m/s,34.4,20.3,1.46 m/s,36.5
2026-03-24,14:44:16,ST,GS,+,108.9079,kg,0,118.4,2.413,285.7,64.758,00:19:00,1.875,87.6,24.2135,26.5,1.52 m/s,36.9,20.7,1.56 m/s,54.1
2026-03-24,14:44:17,ST,GS,+,108.9079,kg,0,118.4,2.413,285.7,64.758,00:19:01,1.875,87.6,24.2135,26.5,1.52 m/s,36.9,20.7,1.56 m/s,54.1
2026-03-24,14:44:18,ST,GS,+,108.9079,kg,0,118.4,2.413,285.7,64.758,00:19:02,1.875,87.6,24.2135,26.5,1.52 m/s,36.9,20.7,1.56 m/s,54.1
2026-03-24,14:44:19,ST,GS,+,108.9079,kg,0,118.4,2.413,285.7,64.758,00:19:03,1.875,87.6,24.2135,26.5,1.52 m/s,36.9,20.7,1.56 m/s,54.1
2026-03-24,14:44:20,ST,GS,+,108.9079,kg,0,118.4,2.413,285.7,64.758,00:19:04,1.875,87.6,24.2135,26.5,1.52 m/s,36.9,20.7,1.56 m/s,54.1
2026-03-24,14:44:21,ST,GS,+,108.9079,kg,0,118.4,2.413,285.7,64.758,00:19:05,1.875,87.6,24.2135,26.5,1.52 m/s,36.9,20.7,1.56 m/s,54.1
2026-03-24,14:44:22,ST,GS,+,108.9079,kg,0,118.4,2.413,285.7,64.758,00:19:06,1.875,87.6,24.2135,26.5,1.52 m/s,36.9,20.7,1.56 m/s,54.1
2026-03-24,14:44:23,ST,GS,+,108.9079,kg,0,118.4,2.413,285.7,64.758,00:19:07,1.875,87.6,24.2135,26.5,1.52 m/s,36.9,20.7,1.56 m/s,54.1
2026-03-24,14:44:24,ST,GS,+,108.9079,kg,0,118.4,2.413,285.7,64.758,00:19:08,1.875,87.6,24.2135,26.5,1.52 m/s,36.9,20.7,1.56 m/s,54.1
2026-03-24,14:44:25,ST,GS,+,108.9079,kg,0,118.4,2.413,285.7,64.758,00:19:09,1.875,87.6,24.2135,26.5,1.52 m/s,36.9,20.7,1.56 m/s,54.1
2026-03-24,14:44:26,ST,GS,+,110.2809,kg,0,118.3,2.318,274.2,65.519,00:19:10,0.88,41.1,24.3602,22.3,1.3 m/s,42.6,19.8,2.49 m/s,40.1
2026-03-24,14:44:27,ST,GS,+,110.2809,kg,0,118.3,2.318,274.2,65.519,00:19:12,0.88,41.1,24.3602,22.3,1.3 m/s,42.6,19.8,2.49 m/s,40.1
2026-03-24,14:44:28,ST,GS,+,110.2809,kg,0,118.3,2.318,274.2,65.519,00:19:13,0.88,41.1,24.3602,22.3,1.3 m/s,42.6,19.8,2.49 m/s,40.1
2026-03-24,14:44:29,ST,GS,+,110.2809,kg,0,118.3,2.318,274.2,65.519,00:19:14,0.88,41.1,24.3602,22.3,1.3 m/s,42.6,19.8,2.49 m/s,40.1
2026-03-24,14:44:30,ST,GS,+,110.2809,kg,0,118.3,2.318,274.2,65.519,00:19:15,0.88,41.1,24.3602,22.3,1.3 m/s,42.6,19.8,2.49 m/s,40.1
2026-03-24,14:44:31,ST,GS,+,110.2809,kg,0,118.3,2.318,274.2,65.519,00:19:16,0.88,41.1,24.3602,22.3,1.3 m/s,42.6,19.8,2.49 m/s,40.1
2026-03-24,14:44:32,ST,GS,+,110.2809,kg,0,118.3,2.318,274.2,65.519,00:19:17,0.88,41.1,24.3602,22.3,1.3 m/s,42.6,19.8,2.49 m/s,40.1
2026-03-24,14:44:33,ST,GS,+,110.2809,kg,0,118.3,2.318,274.2,65.519,00:19:18,0.88,41.1,24.3602,22.3,1.3 m/s,42.6,19.8,2.49 m/s,40.1
2026-03-24,14:44:34,ST,GS,+,110.2809,kg,0,118.3,2.318,274.2,65.519,00:19:19,0.88,41.1,24.3602,22.3,1.3 m/s,42.6,19.8,2.49 m/s,40.1
2026-03-24,14:44:35,ST,GS,+,110.2809,kg,0,118.3,2.318,274.2,65.519,00:19:20,0.88,41.1,24.3602,22.3,1.3 m/s,42.6,19.8,2.49 m/s,40.1
2026-03-24,14:44:36,ST,GS,+,110.4606,kg,0,120.0,2.727,327.2,66.428,00:19:21,2.433,113.6,24.7657,31.6,2.7 m/s,29.2,23.7,1.86 m/s,35.1
2026-03-24,14:44:37,ST,GS,+,110.4606,kg,0,120.0,2.727,327.2,66.428,00:19:22,2.433,113.6,24.7657,31.6,2.7 m/s,29.2,23.7,1.86 m/s,35.1
2026-03-24,14:44:38,ST,GS,+,110.4606,kg,0,120.0,2.727,327.2,66.428,00:19:23,2.433,113.6,24.7657,31.6,2.7 m/s,29.2,23.7,1.86 m/s,35.1
2026-03-24,14:44:39,ST,GS,+,110.4606,kg,0,120.0,2.727,327.2,66.428,00:19:24,2.433,113.6,24.7657,31.6,2.7 m/s,29.2,23.7,1.86 m/s,35.1
2026-03-24,14:44:40,ST,GS,+,110.4606,kg,0,120.0,2.727,327.2,66.428,00:19:25,2.433,113.6,24.7657,31.6,2.7 m/s,29.2,23.7,1.86 m/s,35.1
2026-03-24,14:44:41,ST,GS,+,110.4606,kg,0,120.0,2.727,327.2,66.428,00:19:26,2.433,113.6,24.7657,31.6,2.7 m/s,29.2,23.7,1.86 m/s,35.1
2026-03-24,14:44:42,ST,GS,+,110.4606,kg,0,120.0,2.727,327.2,66.428,00:19:27,2.433,113.6,24.7657,31.6,2.7 m/s,29.2,23.7,1.86 m/s,35.1
2026-03-24,14:44:43,ST,GS,+,110.4606,kg,0,120.0,2.727,327.2,66.428,00:19:28,2.433,113.6,24.7657,31.6,2.7 m/s,29.2,23.7,1.86 m/s,35.1
2026-03-24,14:44:44,ST,GS,+,110.4606,kg,0,120.0,2.727,327.2,66.428,00:19:29,2.433,113.6,24.7657,31.6,2.7 m/s,29.2,23.7,1.86 m/s,35.1
2026-03-24,14:44:45,ST,GS,+,110.4606,kg,0,120.0,2.727,327.2,66.428,00:19:30,2.433,113.6,24.7657,31.6,2.7 m/s,29.2,23.7,1.86 m/s,35.1
2026-03-24,14:44:46,ST,GS,+,111.7263,kg,0,119.7,1.089,130.4,66.791,00:19:31,1.205,56.3,24.9665,21.4,1.0 m/s,40.7,22.2,2.44 m/s,46.9
2026-03-24,14:44:47,ST,GS,+,111.7263,kg,0,119.7,1.089,130.4,66.791,00:19:32,1.205,56.3,24.9665,21.4,1.0 m/s,40.7,22.2,2.44 m/s,46.9
2026-03-24,14:44:48,ST,GS,+,111.7263,kg,0,119.7,1.089,130.4,66.791,00:19:33,1.205,56.3,24.9665,21.4,1.0 m/s,40.7,22.2,2.44 m/s,46.9
2026-03-24,14:44:49,ST,GS,+,111.7263,kg,0,119.7,1.089,130.4,66.791,00:19:34,1.205,56.3,24.9665,21.4,1.0 m/s,40.7,22.2,2.44 m/s,46.9
2026-03-24,14:44:50,ST,GS,+,111.7263,kg,0,119.7,1.089,130.4,66.791,00:19:35,1.205,56.3,24.9665,21.4,1.0 m/s,40.7,22.2,2.44 m/s,46.9
2026-03-24,14:44:51,ST,GS,+,111.7263,kg,0,119.7,1.089,130.4,66.791,00:19:36,1.205,56.3,24.9665,21.4,1.0 m/s,40.7,22.2,2.44 m/s,46.9
2026-03-24,14:44:52,ST,GS,+,111.7263,kg,0,119.7,1.089,130.4,66.791,00:19:37,1.205,56.3,24.9665,21.4,1.0 m/s,40.7,22.2,2.44 m/s,46.9
2026-03-24,14:44:53,ST,GS,+,111.7263,kg,0,119.7,1.089,130.4,66.791,00:19:38,1.205,56.3,24.9665,21.4,1.0 m/s,40.7,22.2,2.44 m/s,46.9
2026-03-24,14:44:54,ST,GS,+,111.7263,kg,0,119.7,1.089,130.4,66.791,00:19:39,1.205,56.3,24.9665,21.4,1.0 m/s,40.7,22.2,2.44 m/s,46.9
2026-03-24,14:44:55,ST,GS,+,111.7263,kg,0,119.7,1.089,130.4,66.791,00:19:40,1.205,56.3,24.9665,21.4,1.0 m/s,40.7,22.2,2.44 m/s,46.9
2026-03-24,14:44:56,ST,GS,+,113.3648,kg,0,119.4,0.614,73.3,66.994,00:19:41,1.051,49.1,25.1417,27.7,2.25 m/s,34.8,23.0,2.49 m/s,33.8
2026-03-24,14:44:57,ST,GS,+,113.3648,kg,0,119.4,0.614,73.3,66.994,00:19:42,1.051,49.1,25.1417,27.7,2.25 m/s,34.8,23.0,2.49 m/s,33.8
2026-03-24,14:44:58,ST,GS,+,113.3648,kg,0,119.4,0.614,73.3,66.994,00:19:43,1.051,49.1,25.1417,27.7,2.25 m/s,34.8,23.0,2.49 m/s,33.8
2026-03-24,14:44:59,ST,GS,+,113.3648,kg,0,119.4,0.614,73.3,66.994,00:19:44,1.051,49.1,25.1417,27.7,2.25 m/s,34.8,23.0,2.49 m/s,33.8
2026-03-24,14:45:00,ST,GS,+,113.3648,kg,0,119.4,0.614,73.3,66.994,00:19:45,1.051,49.1,25.1417,27.7,2.25 m/s,34.8,23.0,2.49 m/s,33.8
2026-03-24,14:45:01,ST,GS,+,113.3648,kg,0,119.4,0.614,73.3,66.994,00:19:46,1.051,49.1,25.1417,27.7,2.25 m/s,34.8,23.0,2.49 m/s,33.8
2026-03-24,14:45:02,ST,GS,+,113.3648,kg,0,119.4,0.614,73.3,66.994,00:19:47,1.051,49.1,25.1417,27.7,2.25 m/s,34.8,23.0,2.49 m/s,33.8
2026-03-24,14:45:03,ST,GS,+,113.3648,kg,0,119.4,0.614,73.3,66.994,00:19:48,1.051,49.1,25.1417,27.7,2.25 m/s,34.8,23.0,2.49 m/s,33.8
2026-03-24,14:45:04,ST,GS,+,113.3648,kg,0,119.4,0.614,73.3,66.994,00:19:49,1.051,49.1,25.1417,27.7,2.25 m/s,34.8,23.0,2.49 m/s,33.8
2026-03-24,14:45:05,ST,GS,+,113.3648,kg,0,119.4,0.614,73.3,66.994,00:19:50,1.051,49.1,25.1417,27.7,2.25 m/s,34.8,23.0,2.49 m/s,33.8
2026-03-24,14:45:06,ST,GS,+,115.3007,kg,0,119.5,1.542,184.3,67.506,00:19:51,1.246,58.2,25.3493,24.7,2.82 m/s,29.7,20.8,0.36 m/s,40.5
2026-03-24,14:45:07,ST,GS,+,115.3007,kg,0,119.5,1.542,184.3,67.506,00:19:52,1.246,58.2,25.3493,24.7,2.82 m/s,29.7,20.8,0.36 m/s,40.5
2026-03-24,14:45:08,ST,GS,+,115.3007,kg,0,119.5,1.542,184.3,67.506,00:19:53,1.246,58.2,25.3493,24.7,2.82 m/s,29.7,20.8,0.36 m/s,40.5
2026-03-24,14:45:09,ST,GS,+,115.3007,kg,0,119.5,1.542,184.3,67.506,00:19:54,1.246,58.2,25.3493,24.7,2.82 m/s,29.7,20.8,0.36 m/s,40.5
2026-03-24,14:45:10,ST,GS,+,115.3007,kg,0,119.5,1.542,184.3,67.506,00:19:55,1.246,58.2,25.3493,24.7,2.82 m/s,29.7,20.8,0.36 m/s,40.5
2026-03-24,14:45:11,ST,GS,+,115.3007,kg,0,119.5,1.542,184.3,67.506,00:19:56,1.246,58.2,25.3493,24.7,2.82 m/s,29.7,20.8,0.36 m/s,40.5
2026-03-24,14:45:12,ST,GS,+,115.3007,kg,0,119.5,1.542,184.3,67.506,00:19:57,1.246,58.2,25.3493,24.7,2.82 m/s,29.7,20.8,0.36 m/s,40.5
2026-03-24,14:45:13,ST,GS,+,115.3007,kg,0,119.5,1.542,184.3,67.506,00:19:58,1.246,58.2,25.3493,24.7,2.82 m/s,29.7,20.8,0.36 m/s,40.5
2026-03-24,14:45:14,ST,GS,+,115.3007,kg,0,119.5,1.542,184.3,67.506,00:19:59,1.246,58.2,25.3493,24.7,2.82 m/s,29.7,20.8,0.36 m/s,40.5
2026-03-24,14:45:15,ST,GS,+,115.3007,kg,0,119.5,1.542,184.3,67.506,00:20:00,1.246,58.2,25.3493,24.7,2.82 m/s,29.7,20.8,0.36 m/s,40.5
2026-03-24,14:45:16,ST,GS,+,116.4757,kg,0,120.3,1.425,171.4,67.982,00:20:01,0.161,7.5,25.3762,22.0,1.36 m/s,25.2,24.0,0.7 m/s,54.8
2026-03-24,14:45:17,ST,GS,+,116.4757,kg,0,120.3,1.425,171.4,67.982,00:20:02,0.161,7.5,25.3762,22.0,1.36 m/s,25.2,24.0,0.7 m/s,54.8
2026-03-24,14:45:18,ST,GS,+,116.4757,kg,0,120.3,1.425,171.4,67.982,00:20:03,0.161,7.5,25.3762,22.0,1.36 m/s,25.2,24.0,0.7 m/s,54.8
2026-03-24,14:45:19,ST,GS,+,116.4757,kg,0,120.3,1.425,171.4,67.982,00:20:04,0.161,7.5,25.3762,22.0,1.36 m/s,25.2,24.0,0.7 m/s,54.8
2026-03-24,14:45:20,ST,GS,+,116.4757,kg,0,120.3,1.425,171.4,67.982,00:20:05,0.161,7.5,25.3762,22.0,1.36 m/s,25.2,24.0,0.7 m/s,54.8
2026-03-24,14:45:21,ST,GS,+,116.4757,kg,0,120.3,1.425,171.4,67.982,00:20:06,0.161,7.5,25.3762,22.0,1.36 m/s,25.2,24.0,0.7 m/s,54.8
2026-03-24,14:45:22,ST,GS,+,116.4757,kg,0,120.3,1.425,171.4,67.982,00:20:07,0.161,7.5,25.3762,22.0,1.36 m/s,25.2,24.0,0.7 m/s,54.8
2026-03-24,14:45:23,ST,GS,+,116.4757,kg,0,120.3,1.425,171.4,67.982,00:20:08,0.161,7.5,25.3762,22.0,1.36 m/s,25.2,24.0,0.7 m/s,54.8
2026-03-24,14:45:24,ST,GS,+,116.4757,kg,0,120.3,1.425,171.4,67.982,00:20:09,0.161,7.5,25.3762,22.0,1.36 m/s,25.2,24.0,0.7 m/s,54.8
2026-03-24,14:45:25,ST,GS,+,116.4757,kg,0,120.3,1.425,171.4,67.982,00:20:10,0.161,7.5,25.3762,22.0,1.36 m/s,25.2,24.0,0.7 m/s,54.8
2026-03-24,14:45:26,ST,GS,+,118.2932,kg,0,118.9,1.12,133.2,68.352,00:20:11,1.07,50.0,25.5545,22.9,0.95 m/s,44.8,18.2,0.68 m/s,41.8
2026-03-24,14:45:28,ST,GS,+,118.2932,kg,0,118.9,1.12,133.2,68.352,00:20:12,1.07,50.0,25.5545,22.9,0.95 m/s,44.8,18.2,0.68 m/s,41.8
2026-03-24,14:45:29,ST,GS,+,118.2932,kg,0,118.9,1.12,133.2,68.352,00:20:13,1.07,50.0,25.5545,22.9,0.95 m/s,44.8,18.2,0.68 m/s,41.8
2026-03-24,14:45:30,ST,GS,+,118.2932,kg,0,118.9,1.12,133.2,68.352,00:20:14,1.07,50.0,25.5545,22.9,0.95 m/s,44.8,18.2,0.68 m/s,41.8
2026-03-24,14:45:31,ST,GS,+,118.2932,kg,0,118.9,1.12,133.2,68.352,00:20:15,1.07,50.0,25.5545,22.9,0.95 m/s,44.8,18.2,0.68 m/s,41.8
2026-03-24,14:45:32,ST,GS,+,118.2932,kg,0,118.9,1.12,133.2,68.352,00:20:16,1.07,50.0,25.5545,22.9,0.95 m/s,44.8,18.2,0.68 m/s,41.8
2026-03-24,14:45:33,ST,GS,+,118.2932,kg,0,118.9,1.12,133.2,68.352,00:20:17,1.07,50.0,25.5545,22.9,0.95 m/s,44.8,18.2,0.68 m/s,41.8
2026-03-24,14:45:34,ST,GS,+,118.2932,kg,0,118.9,1.12,133.2,68.352,00:20:18,1.07,50.0,25.5545,22.9,0.95 m/s,44.8,18.2,0.68 m/s,41.8
2026-03-24,14:45:35,ST,GS,+,118.2932,kg,0,118.9,1.12,133.2,68.352,00:20:19,1.07,50.0,25.5545,22.9,0.95 m/s,44.8,18.2,0.68 m/s,41.8
2026-03-24,14:45:36,ST,GS,+,118.5073,kg,0,120.3,1.493,179.6,68.851,00:20:20,0.822,38.4,25.6915,34.9,2.71 m/s,32.1,24.5,0.9 m/s,30.9
2026-03-24,14:45:37,ST,GS,+,118.5073,kg,0,120.3,1.493,179.6,68.851,00:20:21,0.822,38.4,25.6915,34.9,2.71 m/s,32.1,24.5,0.9 m/s,30.9
2026-03-24,14:45:38,ST,GS,+,118.5073,kg,0,120.3,1.493,179.6,68.851,00:20:22,0.822,38.4,25.6915,34.9,2.71 m/s,32.1,24.5,0.9 m/s,30.9
2026-03-24,14:45:39,ST,GS,+,118.5073,kg,0,120.3,1.493,179.6,68.851,00:20:23,0.822,38.4,25.6915,34.9,2.71 m/s,32.1,24.5,0.9 m/s,30.9
2026-03-24,14:45:40,ST,GS,+,118.5073,kg,0,120.3,1.493,179.6,68.851,00:20:24,0.822,38.4,25.6915,34.9,2.71 m/s,32.1,24.5,0.9 m/s,30.9
2026-03-24,14:45:41,ST,GS,+,118.5073,kg,0,120.3,1.493,179.6,68.851,00:20:25,0.822,38.4,25.6915,34.9,2.71 m/s,32.1,24.5,0.9 m/s,30.9
2026-03-24,14:45:42,ST,GS,+,118.5073,kg,0,120.3,1.493,179.6,68.851,00:20:26,0.822,38.4,25.6915,34.9,2.71 m/s,32.1,24.5,0.9 m/s,30.9
2026-03-24,14:45:43,ST,GS,+,118.5073,kg,0,120.3,1.493,179.6,68.851,00:20:27,0.822,38.4,25.6915,34.9,2.71 m/s,32.1,24.5,0.9 m/s,30.9
2026-03-24,14:45:44,ST,GS,+,118.5073,kg,0,120.3,1.493,179.6,68.851,00:20:28,0.822,38.4,25.6915,34.9,2.71 m/s,32.1,24.5,0.9 m/s,30.9
2026-03-24,14:45:45,ST,GS,+,118.5073,kg,0,120.3,1.493,179.6,68.851,00:20:29,0.822,38.4,25.6915,34.9,2.71 m/s,32.1,24.5,0.9 m/s,30.9
2026-03-24,14:45:46,ST,GS,+,120.0867,kg,0,121.0,2.935,355.1,69.838,00:20:30,0.26,12.1,25.7348,21.0,0.51 m/s,25.8,18.2,2.15 m/s,48.9
2026-03-24,14:45:47,ST,GS,+,120.0867,kg,0,121.0,2.935,355.1,69.838,00:20:31,0.26,12.1,25.7348,21.0,0.51 m/s,25.8,18.2,2.15 m/s,48.9
2026-03-24,14:45:48,ST,GS,+,120.0867,kg,0,121.0,2.935,355.1,69.838,00:20:32,0.26,12.1,25.7348,21.0,0.51 m/s,25.8,18.2,2.15 m/s,48.9
2026-03-24,14:45:49,ST,GS,+,120.0867,kg,0,121.0,2.935,355.1,69.838,00:20:33,0.26,12.1,25.7348,21.0,0.51 m/s,25.8,18.2,2.15 m/s,48.9
2026-03-24,14:45:50,ST,GS,+,120.0867,kg,0,121.0,2.935,355.1,69.838,00:20:34,0.26,12.1,25.7348,21.0,0.51 m/s,25.8,18.2,2.15 m/s,48.9
2026-03-24,14:45:51,ST,GS,+,120.0867,kg,0,121.0,2.935,355.1,69.838,00:20:35,0.26,12.1,25.7348,21.0,0.51 m/s,25.8,18.2,2.15 m/s,48.9
2026-03-24,14:45:52,ST,GS,+,120.0867,kg,0,121.0,2.935,355.1,69.838,00:20:36,0.26,12.1,25.7348,21.0,0.51 m/s,25.8,18.2,2.15 m/s,48.9
2026-03-24,14:45:53,ST,GS,+,120.0867,kg,0,121.0,2.935,355.1,69.838,00:20:37,0.26,12.1,25.7348,21.0,0.51 m/s,25.8,18.2,2.15 m/s,48.9
2026-03-24,14:45:54,ST,GS,+,120.0867,kg,0,121.0,2.935,355.1,69.838,00:20:38,0.26,12.1,25.7348,21.0,0.51 m/s,25.8,18.2,2.15 m/s,48.9
